repo_id,repo_owner,repo_name,created_at,project_size,num_forks,default_branch,last_update,repo_url,teammate
2580771,apache,directmemory,2011-10-15T07:00:08Z,4593,27,trunk,2024-08-26T06:47:10Z,https://github.com/apache/directmemory,sophie
1358036,apache,clerezza,2011-02-12T08:00:07Z,28754,26,master,2024-07-31T17:59:01Z,https://github.com/apache/clerezza,sophie
7770259,apache,openejb,2013-01-23T08:00:17Z,119120,26,trunk,2022-11-13T09:46:22Z,https://github.com/apache/openejb,sophie
806457,apache,deltacloud,2010-07-29T23:31:00Z,14089,25,master,2023-11-20T14:34:10Z,https://github.com/apache/deltacloud,sophie
160998,apache,stdcxx,2009-03-27T15:41:56Z,15270,25,trunk,2024-09-27T05:58:22Z,https://github.com/apache/stdcxx,sophie
105068223,apache,incubator-retired-amaterasu,2017-09-27T20:52:34Z,4663,24,master,2024-02-09T21:44:37Z,https://github.com/apache/incubator-retired-amaterasu,sophie
206482,apache,abdera,2009-05-21T03:21:27Z,12255,24,trunk,2023-04-13T17:28:01Z,https://github.com/apache/abdera,sophie
2807822,apache,lucy,2011-11-19T08:00:16Z,15711,24,master,2024-12-11T17:13:14Z,https://github.com/apache/lucy,sophie
1528544,apache,mrunit,2011-03-26T07:00:07Z,1038,24,trunk,2023-03-05T02:47:57Z,https://github.com/apache/mrunit,sophie
2226508,apache,pivot,2011-08-18T07:00:12Z,40601,24,trunk,2025-01-08T06:57:34Z,https://github.com/apache/pivot,sophie
688359,apache,ace,2010-05-26T23:38:08Z,180955,23,trunk,2023-07-25T13:41:55Z,https://github.com/apache/ace,sophie
2046220,apache,empire-db,2011-07-14T07:03:04Z,16510,23,master,2025-01-28T09:46:28Z,https://github.com/apache/empire-db,sophie
240468,apache,geronimo,2009-07-01T08:09:43Z,167877,22,trunk,2024-12-04T13:00:07Z,https://github.com/apache/geronimo,sophie
247823,apache,wink,2009-07-10T08:00:18Z,12526,22,trunk,2023-07-07T12:23:48Z,https://github.com/apache/wink,sophie
107229917,apache,vcl,2017-10-17T07:00:08Z,10006,19,develop,2025-01-28T19:12:53Z,https://github.com/apache/vcl,sophie
14135469,apache,incubator-batchee,2013-11-05T08:00:13Z,1601,17,master,2022-06-28T03:14:07Z,https://github.com/apache/incubator-batchee,sophie
206408,apache,sanselan,2009-05-21T01:48:24Z,30786,16,trunk,2025-01-15T12:39:06Z,https://github.com/apache/sanselan,sophie
78722367,apache,flagon,2017-01-12T08:00:06Z,6906,15,master,2024-11-08T23:05:17Z,https://github.com/apache/flagon,sophie
17049428,apache,juddi,2014-02-21T08:00:09Z,147462,14,master,2023-07-25T13:50:55Z,https://github.com/apache/juddi,sophie
920238,apache,npanday,2010-09-18T07:00:08Z,29902,14,trunk,2023-08-05T21:44:28Z,https://github.com/apache/npanday,sophie
51133768,apache,incubator-milagro,2016-02-05T08:00:06Z,20672,13,master,2024-07-09T18:20:10Z,https://github.com/apache/incubator-milagro,sophie
572068762,apache,ctakes,2022-11-29T13:43:35Z,133946,11,main,2025-02-03T18:49:18Z,https://github.com/apache/ctakes,sophie
17895094,apache,rave,2014-03-19T07:00:06Z,5901,11,master,2023-01-28T08:57:17Z,https://github.com/apache/rave,sophie
185667507,apache,datasketches,2019-05-08T19:29:09Z,56178,10,master,2025-02-01T03:14:51Z,https://github.com/apache/datasketches,sophie
14227128,apache,click,2013-11-08T08:00:11Z,122122,10,trunk,2024-10-07T04:28:28Z,https://github.com/apache/click,sophie
688361,apache,esme,2010-05-26T23:38:08Z,3406,8,trunk,2024-08-28T17:13:56Z,https://github.com/apache/esme,sophie
160996,apache,etch,2009-03-27T15:41:55Z,13740,8,trunk,2022-11-28T16:04:48Z,https://github.com/apache/etch,sophie
3050780,apache,lenya,2011-12-26T08:00:11Z,165564,7,trunk,2024-04-24T19:41:43Z,https://github.com/apache/lenya,sophie
206354,apache,pluto,2009-05-21T01:09:18Z,15069,7,trunk,2023-10-06T10:19:25Z,https://github.com/apache/pluto,sophie
4985530,apache,tashi,2012-07-11T07:00:13Z,835,7,trunk,2023-07-25T13:45:18Z,https://github.com/apache/tashi,sophie
206442,apache,chemistry,2009-05-21T02:28:25Z,3461,5,trunk,2023-06-23T05:04:37Z,https://github.com/apache/chemistry,sophie
16473331,apache,wookie,2014-02-03T08:00:07Z,85994,5,trunk,2024-02-23T15:04:22Z,https://github.com/apache/wookie,sophie
2719141,apache,kalumet,2011-11-06T07:00:10Z,6836,5,trunk,2022-06-28T19:48:18Z,https://github.com/apache/kalumet,sophie
832674,apache,photark,2010-08-12T03:32:41Z,3134,5,trunk,2024-06-06T04:08:39Z,https://github.com/apache/photark,sophie
832678,apache,nuvem,2010-08-12T03:32:41Z,407,3,trunk,2019-07-11T14:09:44Z,https://github.com/apache/nuvem,sophie
167555080,apache,onami,2019-01-25T13:52:00Z,1643,3,master,2023-01-28T08:57:22Z,https://github.com/apache/onami,sophie
