repo_id,repo_owner,repo_name,created_at,project_size,num_forks,num_stars,default_branch,last_update,is_archived,repo_url,teammate
9290695,apache,incubator-retired-ripple,2013-04-08T07:20:21Z,9435,53,171,master,2023-09-08T16:38:43Z,TRUE,https://github.com/apache/incubator-retired-ripple,helen2
16132708,apache,marmotta,2014-01-22T08:00:07Z,21517,51,54,master,2024-07-29T13:18:24Z,TRUE,https://github.com/apache/marmotta,helen
60240214,apache,phoenix-tephra,2016-06-02T07:00:07Z,5417,50,31,master,2024-07-21T17:00:48Z,FALSE,https://github.com/apache/phoenix-tephra,sophie
112582752,apache,incubator-crail,2017-11-30T08:00:09Z,1336,46,149,master,2025-01-29T15:32:28Z,TRUE,https://github.com/apache/incubator-crail,helen
10616263,apache,sis,2013-06-11T07:00:15Z,76660,46,100,main,2025-01-27T09:13:07Z,FALSE,https://github.com/apache/sis,joseph
13824900,apache,sirona,2013-10-24T07:00:14Z,6855,46,110,trunk,2024-08-23T01:56:33Z,FALSE,https://github.com/apache/sirona,junlong
1613090,apache,hcatalog,2011-04-14T07:00:07Z,3717,45,60,trunk,2025-01-22T15:05:40Z,TRUE,https://github.com/apache/hcatalog,simmon
17856644,apache,streams,2014-03-18T07:00:06Z,148554,45,77,master,2025-01-06T21:00:56Z,TRUE,https://github.com/apache/streams,sophie
66754395,apache,incubator-ariatosca,2016-08-28T07:00:07Z,1745,45,28,master,2023-07-25T14:03:39Z,TRUE,https://github.com/apache/incubator-ariatosca,helen2
540480040,apache,incubator-graphar,2022-09-23T14:30:07Z,7164,44,231,main,2025-02-09T10:57:59Z,FALSE,https://github.com/apache/incubator-graphar,helen2
32505934,apache,commons-rdf,2015-03-19T07:00:05Z,3553,42,46,master,2025-02-07T20:43:12Z,FALSE,https://github.com/apache/commons-rdf,helen2
271182596,apache,incubator-liminal,2020-06-10T04:57:10Z,6680,42,144,master,2024-11-21T22:02:58Z,TRUE,https://github.com/apache/incubator-liminal,helen2
75708591,apache,incubator-annotator,2016-12-06T08:00:07Z,3554,40,229,main,2025-01-29T02:37:12Z,FALSE,https://github.com/apache/incubator-annotator,helen
3956248,apache,chukwa,2012-04-07T07:00:24Z,49152,40,84,master,2024-08-13T18:36:11Z,TRUE,https://github.com/apache/chukwa,joseph
64732665,apache,juneau,2016-08-02T07:00:07Z,365666,39,81,master,2025-01-24T13:03:40Z,FALSE,https://github.com/apache/juneau,junlong
171950078,apache,incubator-training,2019-02-21T21:43:59Z,133722,38,30,develop,2025-01-29T05:16:03Z,FALSE,https://github.com/apache/incubator-training,sophie
688363,apache,harmony,2010-05-26T23:38:08Z,57816,38,86,trunk,2024-12-06T18:44:28Z,FALSE,https://github.com/apache/harmony,simmon
148087939,apache,incubator-marvin,2018-09-10T02:27:54Z,92371,35,101,develop,2024-09-21T19:06:44Z,TRUE,https://github.com/apache/incubator-marvin,helen2
18461851,apache,allura,2014-04-05T07:00:06Z,44072,35,134,master,2025-02-13T20:07:38Z,FALSE,https://github.com/apache/allura,helen
688877996,apache,ozhera,2023-09-08T09:43:53Z,64921,34,90,master,2025-02-08T07:34:43Z,FALSE,https://github.com/apache/ozhera,helen2
26951044,apache,incubator-retired-tamaya,2014-11-21T08:00:09Z,7630,32,44,master,2023-01-28T11:29:06Z,TRUE,https://github.com/apache/incubator-retired-tamaya,joseph
42127092,apache,incubator-ponymail,2015-09-08T17:12:08Z,9496,31,80,master,2024-07-14T13:51:39Z,FALSE,https://github.com/apache/incubator-ponymail,helen2
20320123,apache,incubator-retired-blur,2014-05-30T07:00:06Z,53376,31,33,master,2023-06-28T14:23:35Z,TRUE,https://github.com/apache/incubator-retired-blur,helen2
9290691,apache,bloodhound,2013-04-08T07:20:19Z,13026,30,147,trunk,2024-10-12T11:14:25Z,FALSE,https://github.com/apache/bloodhound,junlong
51194608,apache,incubator-retired-iota,2016-02-06T08:00:06Z,3449,30,33,master,2024-06-06T03:54:03Z,TRUE,https://github.com/apache/incubator-retired-iota,helen2
32376873,apache,vxquery,2015-03-17T07:00:06Z,10192,29,20,master,2023-01-28T08:57:18Z,TRUE,https://github.com/apache/vxquery,simmon
2580771,apache,directmemory,2011-10-15T07:00:08Z,4593,27,53,trunk,2024-08-26T06:47:10Z,FALSE,https://github.com/apache/directmemory,sophie
1358036,apache,clerezza,2011-02-12T08:00:07Z,28754,26,36,master,2024-07-31T17:59:01Z,TRUE,https://github.com/apache/clerezza,helen
7770259,apache,openejb,2013-01-23T08:00:17Z,119120,26,12,trunk,2022-11-13T09:46:22Z,FALSE,https://github.com/apache/openejb,joseph
61468488,apache,incubator-retired-pirk,2016-06-19T07:00:06Z,439565,26,57,master,2024-03-24T11:16:47Z,TRUE,https://github.com/apache/incubator-retired-pirk,helen2
806457,apache,deltacloud,2010-07-29T23:31:00Z,14089,25,72,master,2023-11-20T14:34:10Z,TRUE,https://github.com/apache/deltacloud,junlong
160998,apache,stdcxx,2009-03-27T15:41:56Z,15270,25,63,trunk,2024-09-27T05:58:22Z,FALSE,https://github.com/apache/stdcxx,simmon
33766200,apache,incubator-retired-openaz,2015-04-11T07:00:06Z,15887,25,17,master,2024-07-08T05:16:48Z,TRUE,https://github.com/apache/incubator-retired-openaz,helen2
244118761,apache,incubator-nlpcraft,2020-03-01T09:10:50Z,157994,25,79,master,2025-02-04T07:24:17Z,FALSE,https://github.com/apache/incubator-nlpcraft,helen2
105068223,apache,incubator-retired-amaterasu,2017-09-27T20:52:34Z,4663,24,56,master,2024-02-09T21:44:37Z,TRUE,https://github.com/apache/incubator-retired-amaterasu,sophie
206482,apache,abdera,2009-05-21T03:21:27Z,12255,24,18,trunk,2023-04-13T17:28:01Z,TRUE,https://github.com/apache/abdera,helen
2807822,apache,lucy,2011-11-19T08:00:16Z,15711,24,99,master,2024-12-11T17:13:14Z,TRUE,https://github.com/apache/lucy,joseph
1528544,apache,mrunit,2011-03-26T07:00:07Z,1038,24,38,trunk,2023-03-05T02:47:57Z,TRUE,https://github.com/apache/mrunit,junlong
2226508,apache,pivot,2011-08-18T07:00:12Z,40601,24,42,trunk,2025-01-08T06:57:34Z,FALSE,https://github.com/apache/pivot,simmon
688359,apache,ace,2010-05-26T23:38:08Z,180955,23,27,trunk,2023-07-25T13:41:55Z,FALSE,https://github.com/apache/ace,sophie
2046220,apache,empire-db,2011-07-14T07:03:04Z,16510,23,83,master,2025-01-28T09:46:28Z,FALSE,https://github.com/apache/empire-db,helen
240468,apache,geronimo,2009-07-01T08:09:43Z,167877,22,37,trunk,2024-12-04T13:00:07Z,TRUE,https://github.com/apache/geronimo,joseph
247823,apache,wink,2009-07-10T08:00:18Z,12526,22,20,trunk,2023-07-07T12:23:48Z,TRUE,https://github.com/apache/wink,junlong
40038455,apache,incubator-retired-cotton,2015-08-01T07:00:05Z,181,22,91,master,2023-09-08T17:00:09Z,TRUE,https://github.com/apache/incubator-retired-cotton,helen2
107229917,apache,vcl,2017-10-17T07:00:08Z,10006,19,12,develop,2025-01-28T19:12:53Z,FALSE,https://github.com/apache/vcl,simmon
14135469,apache,incubator-batchee,2013-11-05T08:00:13Z,1601,17,14,master,2022-06-28T03:14:07Z,FALSE,https://github.com/apache/incubator-batchee,sophie
